token;type;SegnaleDisc;Macrofunzione;Tipo di interazione;Microfunzione
comunque_78;comunque;Non_SD;;pasto;
comunque_79;comunque;SD;Cognitiva;intervista semistrutturata;Attenuazione
comunque_80;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_81;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_82;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_83;comunque;SD;Cognitiva;intervista semistrutturata;Attenuazione
comunque_84;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_85;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_86;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_87;comunque;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
comunque_88;comunque;SD;Cognitiva;ricevimento studenti;Marcatura dell'inferenza
comunque_89;comunque;Non_SD;;ricevimento studenti;
comunque_90;comunque;Non_SD;;intervista semistrutturata;
comunque_91;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_92;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_93;comunque;Non_SD;;intervista semistrutturata;
comunque_94;comunque;SD;Cognitiva;intervista semistrutturata;Attenuazione
comunque_95;comunque;Non_SD;;intervista semistrutturata;
comunque_96;comunque;Non_SD;;intervista semistrutturata;
comunque_97;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_98;comunque;Non_SD;;intervista semistrutturata;
comunque_99;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_100;comunque;Non_SD;;intervista semistrutturata;
comunque_101;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_102;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_103;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_104;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_105;comunque;SD;;intervista semistrutturata;#CALC!
comunque_106;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_107;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_108;comunque;Non_SD;;intervista semistrutturata;
comunque_109;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_110;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_111;comunque;SD;Interazionale;intervista semistrutturata;Presa di turno
comunque_112;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_113;comunque;SD;Cognitiva;pasto;Specificazione
comunque_114;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_115;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_116;comunque;SD;Cognitiva;pasto;Marcatura dell'inferenza
comunque_117;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_118;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_119;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_120;comunque;Non_SD;;intervista semistrutturata;
comunque_121;comunque;Non_SD;;intervista semistrutturata;
comunque_122;comunque;Non_SD;;intervista semistrutturata;
comunque_123;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_124;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_125;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_126;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic & Chiusura di un topic
comunque_127;comunque;Non_SD;;intervista semistrutturata;
comunque_128;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_129;comunque;Non_SD;;intervista semistrutturata;
comunque_130;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_131;comunque;Non_SD;;intervista semistrutturata;
comunque_132;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_133;comunque;Non_SD;;intervista semistrutturata;
comunque_134;comunque;Non_SD;;intervista semistrutturata;
comunque_135;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_136;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_137;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_138;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza & Intensificazione
comunque_139;comunque;Non_SD;;intervista semistrutturata;
comunque_140;comunque;Non_SD;;intervista semistrutturata;
comunque_141;comunque;Non_SD;;intervista semistrutturata;
comunque_142;comunque;SD;;intervista semistrutturata;#CALC!
comunque_143;comunque;Non_SD;;intervista semistrutturata;
comunque_144;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_145;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_146;comunque;Non_SD;;intervista semistrutturata;
comunque_147;comunque;Non_SD;;intervista semistrutturata;
comunque_148;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_149;comunque;Non_SD;;intervista semistrutturata;
comunque_150;comunque;Non_SD;;intervista semistrutturata;
comunque_151;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_152;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_153;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_154;comunque;Non_SD;;intervista semistrutturata;
comunque_155;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_156;comunque;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic & Chiusura di un topic
comunque_157;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_158;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_159;comunque;Dubbio;;intervista semistrutturata;
comunque_160;comunque;Non_SD;;intervista semistrutturata;
comunque_161;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_162;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_163;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_164;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_165;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_166;comunque;Non_SD;;intervista semistrutturata;
comunque_167;comunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
comunque_168;comunque;SD;Cognitiva;lezione;Specificazione
comunque_169;comunque;Non_SD;;lezione;
comunque_170;comunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
comunque_171;comunque;Non_SD;;intervista semistrutturata;
comunque_172;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_173;comunque;Non_SD;;intervista semistrutturata;
comunque_174;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_175;comunque;Non_SD;;intervista semistrutturata;
comunque_176;comunque;SD;Cognitiva;pasto;Marcatura dell'inferenza
comunque_177;comunque;SD;Cognitiva;pasto;Marcatura dell'inferenza
comunque_178;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_179;comunque;Non_SD;;pasto;
comunque_180;comunque;Non_SD;;intervista semistrutturata;
comunque_181;comunque;Non_SD;;intervista semistrutturata;
comunque_182;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_183;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_184;comunque;Non_SD;;intervista semistrutturata;
comunque_185;comunque;SD;Interazionale;intervista semistrutturata;Presa di turno
comunque_186;comunque;Non_SD;;intervista semistrutturata;
comunque_187;comunque;Non_SD;;intervista semistrutturata;
comunque_188;comunque;SD;Cognitiva;intervista semistrutturata;Intensificazione
comunque_189;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_190;comunque;Non_SD;;intervista semistrutturata;
comunque_191;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_192;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_193;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_194;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_195;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_196;comunque;Non_SD;;intervista semistrutturata;
comunque_197;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza & Intensificazione
comunque_198;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_199;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_200;comunque;Non_SD;;pasto;
comunque_201;comunque;SD;Cognitiva;pasto;Attenuazione
comunque_202;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_203;comunque;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
comunque_204;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_205;comunque;Non_SD;;intervista semistrutturata;
comunque_206;comunque;Non_SD;;esame;
comunque_207;comunque;Non_SD;;intervista semistrutturata;
comunque_208;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_209;comunque;Non_SD;;intervista semistrutturata;
comunque_210;comunque;Non_SD;;intervista semistrutturata;
comunque_211;comunque;Non_SD;;intervista semistrutturata;
comunque_212;comunque;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
comunque_213;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_214;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_215;comunque;Non_SD;;intervista semistrutturata;
comunque_216;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_217;comunque;Non_SD;;intervista semistrutturata;
comunque_218;comunque;Non_SD;;intervista semistrutturata;
comunque_219;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_220;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_221;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_222;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_223;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_224;comunque;SD;;intervista semistrutturata;#CALC!
comunque_225;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_226;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_227;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_228;comunque;SD;Interazionale & Metatestuale;pasto;Presa di turno & Richiesta di attenzione & Gestione del topic: introduzione o ripresa di topic
comunque_229;comunque;Non_SD;;pasto;
comunque_230;comunque;Non_SD;;pasto;
comunque_231;comunque;SD;Cognitiva;pasto;Marcatura dell'inferenza
comunque_232;comunque;Non_SD;;intervista semistrutturata;
comunque_233;comunque;Non_SD;;intervista semistrutturata;
comunque_234;comunque;Non_SD;;intervista semistrutturata;
comunque_235;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_236;comunque;Non_SD;;intervista semistrutturata;
comunque_237;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_238;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_239;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_240;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_241;comunque;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
comunque_242;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_243;comunque;Non_SD;;intervista semistrutturata;
comunque_244;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_245;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_246;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_247;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_248;comunque;Non_SD;;intervista semistrutturata;
comunque_249;comunque;Non_SD;;intervista semistrutturata;
comunque_250;comunque;Non_SD;;intervista semistrutturata;
comunque_251;comunque;Non_SD;;pasto;
comunque_252;comunque;Non_SD;;pasto;
comunque_253;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_254;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_255;comunque;Non_SD;;intervista semistrutturata;
comunque_256;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_257;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_258;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_259;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_260;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_261;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_262;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_263;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_264;comunque;Non_SD;;intervista semistrutturata;
comunque_265;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_266;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_267;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_268;comunque;SD;Metatestuale & Cognitiva;intervista semistrutturata;Chiusura di un topic & Specificazione
comunque_269;comunque;Non_SD;;intervista semistrutturata;
comunque_270;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_271;comunque;Non_SD;;intervista semistrutturata;
comunque_272;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_273;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_274;comunque;Non_SD;;intervista semistrutturata;
comunque_275;comunque;SD;Metatestuale;esame;Gestione del topic: introduzione o ripresa di topic
comunque_276;comunque;Non_SD;;esame;
comunque_277;comunque;SD;Metatestuale;esame;Prolettico, marca di formulazione: ecco
comunque_278;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_279;comunque;SD;Metatestuale;lezione;Gestione del topic: introduzione o ripresa di topic
comunque_280;comunque;Non_SD;;lezione;
comunque_281;comunque;SD;Metatestuale;lezione;Chiusura di un topic
comunque_282;comunque;Non_SD;;lezione;
comunque_283;comunque;SD;Metatestuale;lezione;Chiusura di un topic
comunque_284;comunque;SD;Metatestuale;lezione;Chiusura di un topic
comunque_285;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_286;comunque;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
comunque_287;comunque;Non_SD;;intervista semistrutturata;
comunque_288;comunque;Non_SD;;intervista semistrutturata;
comunque_289;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_290;comunque;Non_SD;;intervista semistrutturata;
comunque_291;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_292;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_293;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_294;comunque;Non_SD;;intervista semistrutturata;
comunque_295;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_296;comunque;Non_SD;;intervista semistrutturata;
comunque_297;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_298;comunque;Non_SD;;intervista semistrutturata;
comunque_299;comunque;Non_SD;;intervista semistrutturata;
comunque_300;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_301;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_302;comunque;Non_SD;;intervista semistrutturata;
comunque_303;comunque;Non_SD;;intervista semistrutturata;
comunque_304;comunque;Non_SD;;intervista semistrutturata;
comunque_305;comunque;Non_SD;;intervista semistrutturata;
comunque_306;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_307;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_308;comunque;Non_SD;;pasto;
comunque_309;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_310;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_311;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_312;comunque;Non_SD;;intervista semistrutturata;
comunque_313;comunque;Non_SD;;intervista semistrutturata;
comunque_314;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_315;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_316;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic & Filler, riempimento dei tempi di formulazione
comunque_317;comunque;Non_SD;;lezione;
comunque_318;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_319;comunque;Non_SD;;intervista semistrutturata;
comunque_320;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_321;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_322;comunque;Non_SD;;intervista semistrutturata;
comunque_323;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_324;comunque;Non_SD;;intervista semistrutturata;
comunque_325;comunque;Non_SD;;intervista semistrutturata;
comunque_326;comunque;Non_SD;;intervista semistrutturata;
comunque_327;comunque;Non_SD;;intervista semistrutturata;
comunque_328;comunque;Non_SD;;intervista semistrutturata;
comunque_329;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_330;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_331;comunque;SD;Cognitiva;intervista semistrutturata;Intensificazione
comunque_332;comunque;Non_SD;;intervista semistrutturata;
comunque_333;comunque;Non_SD;;intervista semistrutturata;
comunque_334;comunque;SD;Cognitiva;esame;Specificazione
comunque_335;comunque;SD;Metatestuale & Cognitiva;pasto;Prolettico, marca di formulazione: ecco & Specificazione
comunque_336;comunque;SD;Metatestuale;esame;Chiusura di un topic
comunque_337;comunque;Non_SD;;esame;
comunque_338;comunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Richiesta di attenzione & Filler, riempimento dei tempi di formulazione
comunque_339;comunque;Non_SD;;intervista semistrutturata;
comunque_340;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_341;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_342;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_343;comunque;Non_SD;;intervista semistrutturata;
comunque_344;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_345;comunque;SD;Interazionale;intervista semistrutturata;Presa di turno
comunque_346;comunque;SD;;intervista semistrutturata;#CALC!
comunque_347;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_348;comunque;Non_SD;;intervista semistrutturata;
comunque_349;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_350;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_351;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_352;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_353;comunque;SD;;intervista semistrutturata;#CALC!
comunque_354;comunque;SD;Interazionale & Metatestuale;intervista semistrutturata;Presa di turno & Gestione del topic: introduzione o ripresa di topic
comunque_355;comunque;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
comunque_356;comunque;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
comunque_357;comunque;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
comunque_358;comunque;SD;Interazionale & Metatestuale;conversazione libera;Presa di turno & Filler, riempimento dei tempi di formulazione
comunque_359;comunque;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
comunque_360;comunque;SD;Cognitiva;conversazione libera;Specificazione
comunque_361;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_362;comunque;SD;Interazionale;intervista semistrutturata;Presa di turno
comunque_363;comunque;Non_SD;;intervista semistrutturata;
comunque_364;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_365;comunque;SD;Metatestuale;pasto;Filler, riempimento dei tempi di formulazione
comunque_366;comunque;SD;Cognitiva;0;Specificazione
comunque_367;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_368;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_369;comunque;Non_SD;;intervista semistrutturata;
comunque_370;comunque;Non_SD;;intervista semistrutturata;
comunque_371;comunque;SD;;intervista semistrutturata;#CALC!
comunque_372;comunque;Non_SD;;intervista semistrutturata;
comunque_373;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_374;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_375;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_376;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_377;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_378;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_379;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_380;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_381;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_382;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_383;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_384;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_385;comunque;Non_SD;;intervista semistrutturata;
comunque_386;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_387;comunque;Non_SD;;intervista semistrutturata;
comunque_388;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_389;comunque;SD;Cognitiva;intervista semistrutturata;Intensificazione
comunque_390;comunque;SD;Metatestuale;conversazione libera;Filler, riempimento dei tempi di formulazione
comunque_391;comunque;Non_SD;;conversazione libera;
comunque_392;comunque;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
comunque_393;comunque;Non_SD;;conversazione libera;
comunque_394;comunque;Non_SD;;conversazione libera;
comunque_395;comunque;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco & Filler, riempimento dei tempi di formulazione
comunque_396;comunque;Non_SD;;pasto;
comunque_397;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_398;comunque;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
comunque_399;comunque;SD;Metatestuale;pasto;Chiusura di un topic
comunque_400;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_401;comunque;SD;Metatestuale;ricevimento studenti;Prolettico, marca di formulazione: ecco
comunque_402;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_403;comunque;Non_SD;;intervista semistrutturata;
comunque_404;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_405;comunque;SD;Metatestuale;intervista semistrutturata;Chiusura di un topic
comunque_406;comunque;SD;Cognitiva;conversazione libera;Intensificazione
comunque_407;comunque;SD;Metatestuale;conversazione libera;Gestione del topic: introduzione o ripresa di topic
comunque_408;comunque;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
comunque_409;comunque;SD;Metatestuale;pasto;Marcatura di citazione/discorso riportato
comunque_410;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic & Prolettico, marca di formulazione: ecco
comunque_411;comunque;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
comunque_412;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_413;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_414;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_415;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_416;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_417;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_418;comunque;Non_SD;;intervista semistrutturata;
comunque_419;comunque;Non_SD;;intervista semistrutturata;
comunque_420;comunque;SD;Metatestuale;intervista semistrutturata;Prolettico, marca di formulazione: ecco
comunque_421;comunque;SD;Cognitiva;intervista semistrutturata;Specificazione
comunque_422;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_423;comunque;SD;Cognitiva;intervista semistrutturata;Marcatura dell'inferenza
comunque_424;comunque;Non_SD;;intervista semistrutturata;
comunque_425;comunque;Non_SD;;intervista semistrutturata;
comunque_426;comunque;SD;Cognitiva;esame;Marcatura dell'inferenza
comunque_427;comunque;Non_SD;;esame;
comunque_428;comunque;Non_SD;;intervista semistrutturata;
comunque_429;comunque;SD;Metatestuale;intervista semistrutturata;Gestione del topic: introduzione o ripresa di topic
comunque_430;comunque;Non_SD;;intervista semistrutturata;
comunque_431;comunque;SD;Metatestuale;intervista semistrutturata;Filler, riempimento dei tempi di formulazione
comunque_432;comunque;SD;Metatestuale;conversazione libera;Prolettico, marca di formulazione: ecco
comunque_433;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_434;comunque;SD;Interazionale;pasto;Interruzione
comunque_435;comunque;Non_SD;;pasto;
comunque_436;comunque;SD;Metatestuale;pasto;Gestione del topic: introduzione o ripresa di topic
comunque_437;comunque;Non_SD;;pasto;
comunque_438;comunque;SD;Metatestuale;pasto;Prolettico, marca di formulazione: ecco
