Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Filler, riempimento dei tempi di formulazione;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PTB024;#1705803;doc#228;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB024&begin=152665&end=153780;152665;153780;TOI109;PTB024;00:23:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB024.html;https://search.corpuskiparla.it/corpus/conversations/PTB024_jefferson.html;76-80;F;TO;3;pens;sì;asimmetrico;veneto;intervista semistrutturata;elem;pini // le piantagioni dei pini // ah // la piantagione dei pini // cosa faceva? // cose // in campagna per // ah ho capito //;sai;quei pini che // piante di pini che poi // vanno a prendere i pini e poi li // li li trasportano e // sì sì sì sì ho capito ho;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC002;#1723184;doc#230;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC002&begin=448670&end=451430;448670;451430;BOI008;PBC002;00:32:19;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC002.html;https://search.corpuskiparla.it/corpus/conversations/PBC002_jefferson.html;76-80;M;BO;3;tec;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_lic;chiamati biassanot cioè quelli che vivono anche di notte tranquillo potevi uscire // mhmh // senza problemi // #tu;sai;come sono gl~ gli umarel // sì e quelli dei no // quelli dei cantieri // esatto // okay // #gli umarel sono quelli che si;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC022;#1801413;doc#240;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC022&begin=1350788&end=1353233;1350788;1353233;BOR014;PBC022;00:36:38;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC022.html;https://search.corpuskiparla.it/corpus/conversations/PBC022_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;un fratello o qualcuno // sì sì sì // di // o di xxxx non // di spagnola? // mh moh n''affar del genere // eh ma sai le epidemie;sai;quanto ce ne son state? // eh // il vaiolo magari sai quante ce ne son state appunto // mh // mh // comunque è così // prosegue;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3008;#1813726;doc#241;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=4208376&end=4211620;4208376;4211620;TO052;TOA3008;01:31:46;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;TO;4;stud;no;simmetrico;sicilia;conversazione libera;laurea in corso;riuscita a mettere insieme e fare un quadro onesto // eh // onesto pare // e quindi // io lo direi // e e anche a tatiana se lo;sai;che hai scaricato seicento cose // perché non glielo xx // tatiana non fa saggistica // sarebbe // ma in realtà a me lei ha;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC012;#1839229;doc#245;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=2548767&end=2551468;2548767;2551468;BOI033;PBC012;00:48:29;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;61-65;F;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;così sporchi da dire però // eh e una volta eravamo abituati che erano più puliti // mh // adesso per colpa dei cittadini;sai;una mia collega // mh // delle marche una volta m''ha detto le ho detto sai perchè bologna è pulita? // perché c''abbiamo gli;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PBC012;#1839411;doc#245;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=2607651&end=2609998;2607651;2609998;BOI033;PBC012;00:48:29;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;61-65;F;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;i marmini che si stanno distruggendo // mhmh // hanno fatto una ristrutturazione // ci son problemi difficoltosi però;sai;// mhmh // io sai i portici secondo me sono tenuti bene poi comunque son vissuti // mh // tu gino che ne pensi? // tu gino che;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PBC012;#1840308;doc#245;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC012&begin=2878058&end=2880047;2878058;2880047;BOI033;PBC012;00:48:29;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC012.html;https://search.corpuskiparla.it/corpus/conversations/PBC012_jefferson.html;61-65;F;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;altro dialetto // mh // sì perché poi bologna // eh però // però capito molto più diciamo // però non eran tutti uguali // ah;sai;io io poi non è che so // mi dispiace di non poterti aiutare molto perché mh // parlare molto // no no figurati // sono come;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3003;#1844038;doc#246;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3003&begin=1214986&end=1220597;1214986;1220597;TO037;TOA3003;00:26:41;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3003.html;https://search.corpuskiparla.it/corpus/conversations/TOA3003_jefferson.html;21-25;F;TO;3;stud;no;simmetrico;piemonte;conversazione libera;laurea in corso;po'' guercio // // un po'' guercio ma carino // e poi le aveva preso tutto l'' excursus su di come sono belli gli uomini con le xx;sai;gli abiti grigi // // orrendo // xx coi problemi oh // e però lui c'' aveva questo // intanto che mi parlava faceva così // sì;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC025;#1853749;doc#248;2024;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC025&begin=2359595&end=2362197;2359595;2362197;BOI112;PBC025;00:52:18;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC025.html;https://search.corpuskiparla.it/corpus/conversations/PBC025_jefferson.html;61-65;F;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;che a bologna si dice sono pericolose tipo il quartiere pilastro // sì // che effe~ effettivamente // io ci ho abitato;sai;al pilastro // ci hai abitato cosa pensi? // allora tanti anni fa // eh so'' reali? // negli anni sessanta // era;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN005;#1875423;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=10740&end=13605;10740;13605;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;4;tec;no;simmetrico;emilia-romagna;pasto;dip_tec_prof;un pochettino qua dentro // ok // tanto sono // rimangono scongelati // sì sì // ne vuoi anche fuori? // secondo me sì dai //;sai;cosa perché qui c''era un''altra candela che si è sciolta // e adesso ques~ // grazie mille // ok // qua c''è l''hummus // ah ci;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN005;#1877413;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=665716&end=668566;665716;668566;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;4;tec;no;simmetrico;emilia-romagna;pasto;dip_tec_prof;che loro stavano salendo in macchina e andando via dico scusa scusa // ah noi abbiamo la macchina piccola passiamo;sai;// oddio // io mi son messa a ridere // se tu hai una persona che ti risponde con tono arrogante // scusa eh // gli ridi li;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN005;#1881117;doc#252;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=1562970&end=1566050;1562970;1566050;PKP018;KPN005;00:41:40;libero;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;51-55;F;BO;4;tec;no;simmetrico;emilia-romagna;pasto;dip_tec_prof;euro una casa // xxxx // però ne devi aggiungere altri come minimo trenta per metterti a p~ // perché i muri son belli //;sai;che questa casa l''ha fatta il marito della marianna era un muratore // l''ha fatta lui eh // ah sì? // ah // che bello // cioè;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD2013;#1950806;doc#262;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=271668&end=273453;271668;273453;TO071;TOD2013;01:08:28;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2013.html;https://search.corpuskiparla.it/corpus/conversations/TOD2013_jefferson.html;31-35;M;TO;3;stud;sì;simmetrico;abruzzo;intervista semistrutturata;laurea in corso;quindi l'' inizio del duemiladiciotto sono stata per due mesi // l'' a~ l'' aquila il capoluogo dell'' abruzzo? // sì // tu lo;sai;che io sono abruzzese sì? // tatatatan // sì sì no lo sapevo // eche mi son laureato a l'' aquila sì? // sì me l'' avevi detto // e;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD2007;#1998007;doc#269;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2007&begin=1503117&end=1507047;1503117;1507047;TO043;TOD2007;00:30:21;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2007.html;https://search.corpuskiparla.it/corpus/conversations/TOD2007_jefferson.html;21-25;F;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;e vedi proprio il lusso la tranquillità // oppure // una zona che secondo me // è bella è la collina // di torino // sì //;sai;avere una villetta lì come dire non sarebbe male // eh // eh // soldi anche // solde quelli quelli servono per tutto per;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
TOD2007;#1998340;doc#269;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2007&begin=1598089&end=1603165;1598089;1603165;TO043;TOD2007;00:30:21;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2007.html;https://search.corpuskiparla.it/corpus/conversations/TOD2007_jefferson.html;21-25;F;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;tranquillissimo // s~fin troppo // in cui // forse fin trop~ no fin troppo perché non c'' è mai niente da fare // // però;sai;che puoi tornare ti puoi riposare perché non c'' è nulla che ti disturba // ti deve piacere la vita a città ovvio // io tipo ho;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS006;#2028236;doc#274;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=1652963&end=1655512;1652963;1655512;PKP006;KPS006;00:34:12;libero;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;81-85;F;MT;5;intell;no;simmetrico;basilicata;pasto;laurea;// per me piove // ma no secondo me è solo coperto // oggi no~ non penso che piova // beh perchè tiene la mozzarella la nostra;sai;// sì // c''è una metà nonna // tieni // xxx // // stasera // cleo no? // no delizioso // com''è che vengono anche? // da noi //;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;non lo sento proprio
KPS006;#2028457;doc#274;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=1768004&end=1768891;1768004;1768891;PKP001;KPS006;00:34:12;libero;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;21-25;F;MT;5;stud;no;simmetrico;basilicata;pasto;laurea in corso;// // devo lavare i capelli oggi // mh // pure io // sai che devo fare io? // tu ti devi lava~ devi lavare la test all''asino //;sai;che devo fare io? // cosa devi fare? // // devi andare a fare un giro? // sì // // mo vediamo // cosa? // se si dorme // un;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB005;#2033627;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1130840&end=1132880;1130840;1132880;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;3;tec;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;stati molto fortunati // siamo stati fortunati anche se io all''inizio ti devo dire che avrei preferito magari // eh se;sai;perché non sempre // se un quartiere esatto anche da ragazzini non desideravano eh poi invece secondo me xxx avrebbero;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB005;#2035079;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1489578&end=1495367;1489578;1495367;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;3;tec;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;facevi gli esami anche all''università queste cose xxx // no ma mia mamma lei ci andò una volta da giovane coi tacchi // e;sai;così tutta la corona il rosario questa cosa qui per questa penitenza di non so che cosa // vabbè insomma // ed era rimasta;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PBB005;#2039040;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2521684&end=2524059;2521684;2524059;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;3;tec;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;di più così quindi è proprio cambiato secondo me // un po'' il volto insomma // del lavoro // mhmh // nel mio settore poi;sai;per i ragazzi eh // non è più speriamo che poi dopo sia così ma sembra che // // in questo settore molto tecnico // a bologna;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
BOD2009;#2044504;doc#276;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=967408&end=969514;967408;969514;BO056;BOD2009;00:23:42;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2009.html;https://search.corpuskiparla.it/corpus/conversations/BOD2009_jefferson.html;21-25;M;BO;2;stud;sì;simmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;ah // anche però lui è di lecce quindi nel senso cioè una volta che viene viene su a bologna // xxxx sì sì eh certo certo // eh;sai;lui anche lui di origine albanese come afrin // però lui al contrario di afrin penso che sia addirittura nato qui o;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2009;#2045503;doc#276;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2009&begin=1181732&end=1184153;1181732;1184153;BO056;BOD2009;00:23:42;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2009.html;https://search.corpuskiparla.it/corpus/conversations/BOD2009_jefferson.html;21-25;M;BO;2;stud;sì;simmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;no ha ragione ha ragione // xx avvocata non mi ricordo // per carità perché anche secondo me è giu~ no avvocatessa sarà //;sai;che penso avvocata? no però è brutto // no avvocatess~ sindaca magari // sì però erano eh non mi ricordo comunque // vabbè;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD004;#2086032;doc#280;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD004&begin=4047697&end=4049358;4047697;4049358;TOI043;PTD004;01:15:14;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD004.html;https://search.corpuskiparla.it/corpus/conversations/PTD004_jefferson.html;56-60;F;TO;4;intell;sì;asimmetrico;piemonte;intervista semistrutturata;laurea;// perché non sembra ma ci troviamo un coso // e dice che comunque // funziona // si erano spostati eh era servito // perché;sai;cominci a vederti // era s~ // certo // tutto una bestioni così che va su e giù // poi il peggio io non lo sapevo i cani // eh //;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;0;;
PTA006;#2116395;doc#285;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA006&begin=565653&end=570909;565653;570909;TOI006;PTA006;01:05:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA006.html;https://search.corpuskiparla.it/corpus/conversations/PTA006_jefferson.html;26-30;M;TO;4;comm;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;// anni e anni e anni // eh sì // quella poi è una scelta proprio di vita tipo quelli che studiano al conservatorio // o fare;sai;cosa mi piacerebbe cioè un altro un''altra cosa molto bella è fare // non so se si può definire esploratore però quello che;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3011;#2159801;doc#292;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3011&begin=870123&end=872507;870123;872507;TO085;TOA3011;00:23:54;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3011.html;https://search.corpuskiparla.it/corpus/conversations/TOA3011_jefferson.html;21-25;F;TO;4;stud;no;simmetrico;lombardia;conversazione libera;laurea in corso;è vero già ne parlavamo // a piedi pure guarda che noi abbiamo cercato di fare il giro della puglia a piedi // eh ma a piedi;sai;cosa? perdi tempo // ma tanto noi lo perdiamo xx // ma io io noi avevamo con gli scout avevam provato a fare un po'' di giri in;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOA3009;#2167234;doc#294;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3009&begin=287683&end=290822;287683;290822;TO052;TOA3009;00:22:29;libero;https://search.corpuskiparla.it/corpus/conversations/TOA3009.html;https://search.corpuskiparla.it/corpus/conversations/TOA3009_jefferson.html;26-30;M;TO;3;stud;no;simmetrico;sicilia;conversazione libera;laurea in corso;di bimbiminchia hipster // come sempre nella mia stanza evidentemente // eh nati negli anni duemila // capi~ cioè //;sai;di nuo~ questi nuovi cantanti un po'' // ma sono italiani? // sì // zero // non ne ho idea // la guerra del sale // eh no metti;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD006;#2253010;doc#307;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD006&begin=2487183&end=2490224;2487183;2490224;TOR004;PTD006;01:06:38;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD006.html;https://search.corpuskiparla.it/corpus/conversations/PTD006_jefferson.html;21-25;F;TO;2;stud;sì;asimmetrico;piemonte;intervista semistrutturata;laurea in corso;di mia nonna e ibrahimovic? // no // allora praticamente c''era la festa all''asilo // quando marina era era piccola // e;sai;che pavel abita nedved abita qui vicino a noi no // si // e praticamente lui eh ha portato // ibrahimovic eh all''asilo alla;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA019;#2260248;doc#308;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=562026&end=564535;562026;564535;BOI084;PBA019;01:24:11;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;M;BO;4;uff;sì;asimmetrico;lazio;intervista semistrutturata;dip_tec_prof;// e c''è qualche piatto che avete imparato a fare? // che ne so // il ragù // ogg~ vai vai come lo fai il ragù? // eh tu lo;sai;fa'' da paura lui lo fa benissimo // // adesso cioè lo voglio sapere nel senso // la ricetta // eh sì // allora faccio il;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA019;#2262350;doc#308;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA019&begin=1275310&end=1277559;1275310;1277559;BOI084;PBA019;01:24:11;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA019.html;https://search.corpuskiparla.it/corpus/conversations/PBA019_jefferson.html;21-25;M;BO;4;uff;sì;asimmetrico;lazio;intervista semistrutturata;dip_tec_prof;mezza giornata libera la passavo a letto a casa perché non m''andava di fa'' niente // cioè magari guadagni di più e non;sai;manco come spenderlo // vabbè // quello è quello era un mio problema eh perché tanto i miei colleghi facevano after;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD2005;#2285340;doc#312;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2005&begin=1641595&end=1644192;1641595;1644192;TO041;TOD2005;00:31:41;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2005.html;https://search.corpuskiparla.it/corpus/conversations/TOD2005_jefferson.html;21-25;F;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;// i rapporti quindi // ma ovviamente sì sono le persone che ti mancano di più perché i luoghi alla fine // stanno lì;sai;che quando torni // certo // mh ci sarà sempre casa tua è sempre // cioè però magari le persone se ne vanno specialmente gli;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN007;#2306099;doc#316;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=383226&end=385443;383226;385443;PKP022;KPN007;00:55:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN007.html;https://search.corpuskiparla.it/corpus/conversations/KPN007_jefferson.html;76-80;F;BO;4;pens;no;simmetrico;emilia-romagna;pasto;dip_tec_prof;ha de~ // l''arrosto // ha detto che erano xx tutti e quattro // no xx sì // beh non è tanto mezza bottiglia // ah no veramente;sai;lei cos''ha detto // in quattro eh // l''abbiamo quasi finita // eh beh // si beve anche in due una bottiglia // ila // mamma;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN007;#2310766;doc#316;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=1832839&end=1835200;1832839;1835200;PKP022;KPN007;00:55:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN007.html;https://search.corpuskiparla.it/corpus/conversations/KPN007_jefferson.html;76-80;F;BO;4;pens;no;simmetrico;emilia-romagna;pasto;dip_tec_prof;solo eh // di questo whi~ // no anche assaggiare // la gu~ la guardiamo // la guardiamo // anche assaggiare // che è mh //;sai;quanti anni deve avere come minimo? // diciotto // no no diciotto che è stata aperta // aperta ah // ma molto prima che era;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPN024;#2316464;doc#317;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN024&begin=280860&end=283230;280860;283230;PKP080;KPN024;00:47:24;libero;https://search.corpuskiparla.it/corpus/conversations/KPN024.html;https://search.corpuskiparla.it/corpus/conversations/KPN024_jefferson.html;21-25;F;TV;2;stud;no;simmetrico;veneto;pasto;laurea in corso;però dovevo fare la ceretta solo alle gambe perchè sull''inguine forse faccio il laser // okay~ ah davvero // sì eh;sai;che ne stavamo parlando l''altra volta // c''eri anche tu che hai detto // no sì stavamo parlando di laser ma eri distante;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
